studentid	mdate	mark	type	subjectid
141	2010.10.29	5	lesson work	14
177	2010.10.29	5	lesson work	14
127	2010.10.29	5	lesson work	14
186	2010.10.29	5	lesson work	14
130	2010.10.29	5	lesson work	14
133	2010.10.29	5	lesson work	14
171	2010.10.29	5	lesson work	14
161	2010.10.29	5	lesson work	14
189	2010.10.29	5	lesson work	14
109	2010.10.29	5	lesson work	14
408	2010.10.29	5	lesson work	19
147	2010.10.29	3	quiz	14
153	2010.10.29	3	quiz	14
151	2010.10.29	3	quiz	14
96	2010.10.29	4	quiz	14
156	2010.10.29	3	quiz	14
144	2010.10.29	4	quiz	14
126	2010.10.29	3	quiz	14
104	2010.10.29	4	quiz	14
146	2010.10.29	5	quiz	14
157	2010.10.29	3	quiz	14
139	2010.10.29	3	quiz	14
319	2010.10.29	4	topic test	12
233	2010.10.29	3	topic test	12
304	2010.10.29	3	topic test	12
276	2010.10.29	3	topic test	12
269	2010.10.29	5	topic test	12
245	2010.10.29	5	quiz	5
237	2010.10.29	5	quiz	5
257	2010.10.29	5	quiz	5
314	2010.10.29	1	quiz	5
311	2010.10.29	5	quiz	5
215	2010.10.29	1	quiz	5
259	2010.10.29	5	quiz	5
260	2010.10.29	5	quiz	5
301	2010.10.29	5	quiz	5
306	2010.10.29	1	quiz	5
261	2010.10.29	5	quiz	5
241	2010.10.29	5	quiz	5
220	2010.10.29	5	quiz	5
242	2010.10.29	1	quiz	5
214	2010.10.29	5	quiz	5
314	2010.10.29	2	quiz	5
213	2010.10.29	5	quiz	5
306	2010.10.29	3	quiz	5
314	2010.10.29	1	quiz	5
311	2010.10.29	3	quiz	5
215	2010.10.29	4	quiz	5
259	2010.10.29	4	quiz	5
213	2010.10.29	1	quiz	5
306	2010.10.29	2	quiz	5
386	2010.10.29	5	oral assessment	5
402	2010.10.29	5	quiz	5
381	2010.10.29	4	quiz	5
374	2010.10.29	5	quiz	5
391	2010.10.29	5	quiz	5
338	2010.10.29	1	quiz	5
325	2010.10.29	2	quiz	5
395	2010.10.29	1	quiz	5
383	2010.10.29	3	quiz	5
337	2010.10.29	1	quiz	5
386	2010.10.29	4	quiz	5
410	2010.10.29	2	quiz	5
371	2010.10.29	1	quiz	5
401	2010.10.29	5	quiz	5
351	2010.10.29	1	quiz	5
412	2010.10.29	1	quiz	5
406	2010.10.29	3	quiz	5
380	2010.10.29	1	quiz	5
413	2010.10.29	1	quiz	5
361	2010.10.29	4	quiz	5
322	2010.10.29	4	quiz	5
340	2010.10.29	5	quiz	5
320	2010.10.29	3	quiz	5
389	2010.10.29	5	quiz	5
372	2010.10.29	1	quiz	5
414	2010.10.29	4	quiz	5
270	2010.10.29	5	quiz	13
293	2010.10.29	5	oral assessment	13
261	2010.10.29	5	oral assessment	13
225	2010.10.29	5	lesson work	5
236	2010.10.29	5	lesson work	5
415	2010.10.29	4	quiz	5
235	2010.10.29	4	quiz	12
230	2010.10.29	4	quiz	12
296	2010.10.29	3	quiz	12
266	2010.10.29	5	quiz	12
300	2010.10.29	3	quiz	12
287	2010.10.29	3	quiz	12
302	2010.10.29	3	quiz	12
294	2010.10.29	3	quiz	12
396	2010.10.29	5	quiz	2
422	2010.10.29	4	quiz	2
352	2010.10.29	3	quiz	2
384	2010.10.29	4	quiz	2
415	2010.10.29	4	quiz	2
357	2010.10.29	5	quiz	2
370	2010.10.29	4	quiz	2
345	2010.10.29	5	quiz	2
423	2010.10.29	4	quiz	2
329	2010.10.29	4	quiz	2
388	2010.10.29	4	quiz	2
354	2010.10.29	4	quiz	2
353	2010.10.29	5	quiz	2
409	2010.10.29	3	quiz	2
347	2010.10.29	4	quiz	2
339	2010.10.29	4	quiz	2
424	2010.10.29	3	quiz	2
360	2010.10.29	5	quiz	2
365	2010.10.29	5	quiz	2
398	2010.10.29	4	quiz	2
366	2010.10.29	4	quiz	2
363	2010.10.29	5	quiz	2
344	2010.10.29	4	quiz	2
397	2010.10.29	4	quiz	2
367	2010.10.29	3	quiz	2
324	2010.10.29	5	quiz	2
390	2010.10.29	5	quiz	2
364	2010.10.29	5	quiz	2
362	2010.10.29	4	quiz	2
368	2010.10.29	5	quiz	2
400	2010.10.29	4	quiz	2
396	2010.10.29	5	lesson work	2
352	2010.10.29	5	lesson work	2
384	2010.10.29	5	lesson work	2
415	2010.10.29	5	lesson work	2
345	2010.10.29	5	lesson work	2
423	2010.10.29	5	lesson work	2
329	2010.10.29	5	lesson work	2
354	2010.10.29	5	lesson work	2
347	2010.10.29	5	lesson work	2
328	2010.10.29	5	lesson work	2
424	2010.10.29	5	lesson work	2
360	2010.10.29	5	lesson work	2
334	2010.10.29	5	lesson work	2
398	2010.10.29	5	lesson work	2
366	2010.10.29	2	lesson work	2
363	2010.10.29	5	lesson work	2
344	2010.10.29	5	lesson work	2
397	2010.10.29	5	lesson work	2
364	2010.10.29	5	lesson work	2
362	2010.10.29	5	lesson work	2
368	2010.10.29	5	lesson work	2
400	2010.10.29	5	lesson work	2
352	2010.10.29	5	lesson work	2
384	2010.10.29	5	lesson work	2
415	2010.10.29	5	lesson work	2
357	2010.10.29	5	lesson work	2
345	2010.10.29	5	lesson work	2
423	2010.10.29	5	lesson work	2
329	2010.10.29	5	lesson work	2
353	2010.10.29	5	lesson work	2
347	2010.10.29	5	lesson work	2
363	2010.10.29	5	lesson work	2
344	2010.10.29	5	lesson work	2
397	2010.10.29	5	lesson work	2
324	2010.10.29	5	lesson work	2
364	2010.10.29	5	lesson work	2
368	2010.10.29	5	lesson work	2
356	2010.10.29	5	lesson work	2
400	2010.10.29	5	lesson work	2
424	2010.10.29	4	quiz	5
360	2010.10.29	5	quiz	5
334	2010.10.29	5	quiz	5
398	2010.10.29	5	quiz	5
366	2010.10.29	5	quiz	5
363	2010.10.29	4	quiz	5
344	2010.10.29	4	quiz	5
397	2010.10.29	5	quiz	5
367	2010.10.29	3	quiz	5
324	2010.10.29	5	quiz	5
390	2010.10.29	4	quiz	5
364	2010.10.29	5	quiz	5
362	2010.10.29	5	quiz	5
368	2010.10.29	5	quiz	5
356	2010.10.29	5	quiz	5
400	2010.10.29	5	quiz	5
417	2010.10.29	4	quiz	5
327	2010.10.29	5	quiz	5
358	2010.10.29	4	quiz	5
349	2010.10.29	5	quiz	5
393	2010.10.29	5	quiz	5
379	2010.10.29	5	quiz	5
336	2010.10.29	4	quiz	5
341	2010.10.29	5	quiz	5
404	2010.10.29	4	quiz	5
408	2010.10.29	4	quiz	5
373	2010.10.29	4	quiz	5
387	2010.10.29	4	quiz	5
416	2010.10.29	3	quiz	5
342	2010.10.29	5	quiz	5
359	2010.10.29	5	quiz	5
346	2010.10.29	3	quiz	5
331	2010.10.29	5	quiz	5
419	2010.10.29	4	quiz	5
114	2010.10.29	4	quiz	5
104	2010.10.29	5	quiz	5
178	2010.10.29	4	quiz	5
146	2010.10.29	5	quiz	5
139	2010.10.29	4	quiz	5
205	2010.10.29	1	quiz	5
108	2010.10.29	5	quiz	5
153	2010.10.29	1	quiz	5
426	2010.10.29	5	quiz	5
119	2010.10.29	3	quiz	5
175	2010.10.29	5	quiz	5
192	2010.10.29	5	quiz	5
154	2010.10.29	1	quiz	5
148	2010.10.29	1	quiz	5
179	2010.10.29	5	quiz	5
144	2010.10.29	4	quiz	5
156	2010.10.29	4	quiz	5
157	2010.10.29	5	quiz	5
123	2010.10.29	3	quiz	5
143	2010.10.29	4	quiz	5
151	2010.10.29	1	quiz	5
142	2010.10.29	5	quiz	5
126	2010.10.29	2	quiz	5
200	2010.10.29	4	quiz	5
82	2010.10.29	2	oral assessment	5
15	2010.10.29	4	oral assessment	5
101	2010.10.29	1	oral assessment	5
63	2010.10.29	3	oral assessment	5
62	2010.10.29	5	oral assessment	5
95	2010.10.29	4	oral assessment	5
41	2010.10.29	4	quiz	5
31	2010.10.29	4	quiz	5
6	2010.10.29	2	quiz	5
53	2010.10.29	5	quiz	5
83	2010.10.29	4	quiz	5
212	2010.10.29	5	quiz	5
85	2010.10.29	5	quiz	5
81	2010.10.29	3	quiz	5
89	2010.10.29	4	quiz	5
46	2010.10.29	5	quiz	5
94	2010.10.29	4	quiz	5
82	2010.10.29	3	quiz	5
15	2010.10.29	5	quiz	5
77	2010.10.29	5	quiz	5
76	2010.10.29	5	quiz	5
16	2010.10.29	3	quiz	5
38	2010.10.29	3	quiz	5
63	2010.10.29	5	quiz	5
62	2010.10.29	5	quiz	5
61	2010.10.29	2	quiz	5
67	2010.10.29	5	quiz	5
65	2010.10.29	5	quiz	5
26	2010.10.29	5	quiz	5
35	2010.10.29	4	quiz	5
73	2010.10.29	5	quiz	5
68	2010.10.29	5	quiz	5
33	2010.10.29	5	quiz	5
87	2010.10.29	4	quiz	5
316	2010.10.30	5	quiz	4
289	2010.10.30	5	quiz	4
307	2010.10.30	5	quiz	4
278	2010.10.30	5	quiz	4
277	2010.10.30	5	quiz	4
290	2010.10.30	5	quiz	4
281	2010.10.30	4	quiz	4
222	2010.10.30	4	quiz	4
280	2010.10.30	5	quiz	4
308	2010.10.30	4	quiz	4
270	2010.10.30	5	quiz	4
264	2010.10.30	5	quiz	4
219	2010.10.30	5	quiz	4
313	2010.10.30	5	quiz	4
224	2010.10.30	5	quiz	4
303	2010.10.30	5	quiz	4
309	2010.10.30	5	quiz	4
292	2010.10.30	5	quiz	4
229	2010.10.30	5	quiz	4
226	2010.10.30	5	quiz	4
227	2010.10.30	5	quiz	4
217	2010.10.30	5	quiz	4
312	2010.10.30	5	quiz	4
285	2010.10.30	5	quiz	4
275	2010.10.30	5	quiz	4
318	2010.10.30	5	quiz	4
256	2010.10.30	2	quiz	4
271	2010.10.30	5	quiz	4
272	2010.10.30	5	quiz	4
299	2010.10.30	4	quiz	4
267	2010.10.30	5	quiz	4
268	2010.10.30	5	quiz	4
282	2010.10.30	5	quiz	4
240	2010.10.30	5	quiz	4
288	2010.10.30	5	quiz	4
317	2010.10.30	5	quiz	4
269	2010.10.30	4	quiz	4
222	2010.10.30	5	oral assessment	4
224	2010.10.30	5	oral assessment	4
303	2010.10.30	3	oral assessment	4
226	2010.10.30	3	oral assessment	4
272	2010.10.30	5	oral assessment	4
282	2010.10.30	4	oral assessment	4
303	2010.10.30	5	oral assessment	4
216	2010.10.30	5	topic test	17
230	2010.10.30	5	topic test	17
42	2010.10.31	2	topic test	5
74	2010.10.31	4	topic test	5
128	2010.10.31	5	oral assessment	5
155	2010.10.31	5	oral assessment	5
209	2010.10.31	3	oral assessment	5
199	2010.10.31	5	oral assessment	5
149	2010.10.31	1	oral assessment	5
131	2010.10.31	5	oral assessment	5
222	2010.10.31	4	oral assessment	5
198	2010.11.01	2	quiz	5
141	2010.11.01	5	quiz	5
187	2010.11.01	5	quiz	5
127	2010.11.01	5	quiz	5
204	2010.11.01	2	quiz	5
194	2010.11.01	5	quiz	5
186	2010.11.01	4	quiz	5
207	2010.11.01	3	quiz	5
98	2010.11.01	5	quiz	5
211	2010.11.01	5	quiz	5
133	2010.11.01	5	quiz	5
122	2010.11.01	5	quiz	5
18	2010.11.01	5	quiz	5
182	2010.11.01	5	quiz	5
112	2010.11.01	5	quiz	5
170	2010.11.01	5	quiz	5
150	2010.11.01	5	quiz	5
125	2010.11.01	5	quiz	5
193	2010.11.01	4	quiz	5
110	2010.11.01	3	quiz	5
189	2010.11.01	3	quiz	5
109	2010.11.01	3	quiz	5
204	2010.11.01	1	quiz	5
130	2010.11.01	2	quiz	5
110	2010.11.01	5	quiz	5
189	2010.11.01	4	quiz	5
140	2010.11.02	4	topic test	4
139	2010.11.02	4	topic test	4
153	2010.11.02	5	topic test	4
138	2010.11.02	5	topic test	4
147	2010.11.02	4	topic test	4
168	2010.11.02	3	topic test	4
144	2010.11.02	5	topic test	4
157	2010.11.02	4	topic test	4
96	2010.11.02	4	topic test	4
178	2010.11.02	4	oral assessment	4
386	2010.11.02	5	oral assessment	12
421	2010.11.02	5	quiz	12
104	2010.11.03	5	topic test	3
140	2010.11.03	3	topic test	3
146	2010.11.03	5	topic test	3
205	2010.11.03	4	topic test	3
135	2010.11.03	1	topic test	3
108	2010.11.03	5	topic test	3
153	2010.11.03	1	topic test	3
426	2010.11.03	5	topic test	3
119	2010.11.03	5	topic test	3
175	2010.11.03	5	topic test	3
179	2010.11.03	5	topic test	3
168	2010.11.03	1	topic test	3
152	2010.11.03	3	topic test	3
156	2010.11.03	4	topic test	3
157	2010.11.03	1	topic test	3
143	2010.11.03	3	topic test	3
142	2010.11.03	5	topic test	3
396	2010.11.05	4	quiz	19
422	2010.11.05	4	quiz	19
352	2010.11.05	3	quiz	19
415	2010.11.05	3	quiz	19
357	2010.11.05	4	quiz	19
370	2010.11.05	2	quiz	19
345	2010.11.05	5	quiz	19
423	2010.11.05	3	quiz	19
329	2010.11.05	3	quiz	19
388	2010.11.05	2	quiz	19
354	2010.11.05	3	quiz	19
353	2010.11.05	3	quiz	19
409	2010.11.05	4	quiz	19
347	2010.11.05	3	quiz	19
339	2010.11.05	3	quiz	19
424	2010.11.05	2	quiz	19
360	2010.11.05	4	quiz	19
365	2010.11.05	4	quiz	19
398	2010.11.05	4	quiz	19
366	2010.11.05	3	quiz	19
363	2010.11.05	3	quiz	19
344	2010.11.05	3	quiz	19
397	2010.11.05	3	quiz	19
367	2010.11.05	3	quiz	19
324	2010.11.05	4	quiz	19
390	2010.11.05	3	quiz	19
364	2010.11.05	3	quiz	19
362	2010.11.05	4	quiz	19
368	2010.11.05	4	quiz	19
400	2010.11.05	3	quiz	19
396	2010.11.05	5	lesson work	19
384	2010.11.05	5	topic test	19
128	2010.11.07	4	topic test	19
155	2010.11.07	4	topic test	19
149	2010.11.07	2	topic test	19
163	2010.11.07	3	topic test	19
41	2010.11.07	2	topic test	3
31	2010.11.07	5	topic test	3
6	2010.11.07	5	topic test	3
80	2010.11.07	3	topic test	3
102	2010.11.07	1	topic test	3
53	2010.11.07	5	topic test	3
83	2010.11.07	4	topic test	3
212	2010.11.07	4	topic test	3
84	2010.11.07	5	topic test	3
85	2010.11.07	4	topic test	3
81	2010.11.07	5	topic test	3
89	2010.11.07	5	topic test	3
46	2010.11.07	5	topic test	3
94	2010.11.07	5	topic test	3
82	2010.11.07	3	topic test	3
15	2010.11.07	4	topic test	3
77	2010.11.07	5	topic test	3
79	2010.11.07	2	topic test	3
76	2010.11.07	3	topic test	3
16	2010.11.07	4	topic test	3
38	2010.11.07	4	topic test	3
63	2010.11.07	4	topic test	3
62	2010.11.07	5	topic test	3
61	2010.11.07	5	topic test	3
67	2010.11.07	5	topic test	3
65	2010.11.07	5	topic test	3
95	2010.11.07	4	topic test	3
24	2010.11.07	5	topic test	3
26	2010.11.07	4	topic test	3
35	2010.11.07	4	topic test	3
73	2010.11.07	5	topic test	3
68	2010.11.07	5	topic test	3
33	2010.11.07	5	topic test	3
87	2010.11.07	5	topic test	3
41	2010.11.07	3	topic test	19
31	2010.11.07	3	topic test	19
6	2010.11.07	4	topic test	19
80	2010.11.07	2	topic test	19
102	2010.11.07	3	topic test	19
53	2010.11.07	4	topic test	19
83	2010.11.07	2	topic test	19
212	2010.11.07	1	topic test	19
84	2010.11.07	5	topic test	19
85	2010.11.07	3	topic test	19
81	2010.11.07	4	topic test	19
89	2010.11.07	4	topic test	19
46	2010.11.07	2	topic test	19
94	2010.11.07	3	topic test	19
82	2010.11.07	2	topic test	19
15	2010.11.07	4	topic test	19
77	2010.11.07	4	topic test	19
79	2010.11.07	3	topic test	19
76	2010.11.07	1	topic test	19
16	2010.11.07	2	topic test	19
38	2010.11.07	4	topic test	19
63	2010.11.07	4	topic test	19
62	2010.11.07	4	topic test	19
61	2010.11.07	4	topic test	19
67	2010.11.07	4	topic test	19
65	2010.11.07	5	topic test	19
95	2010.11.07	2	topic test	19
24	2010.11.07	3	topic test	19
26	2010.11.07	4	topic test	19
35	2010.11.07	3	topic test	19
73	2010.11.07	3	topic test	19
68	2010.11.07	4	topic test	19
33	2010.11.07	4	topic test	19
87	2010.11.07	3	topic test	19
402	2010.11.07	5	quiz	4
350	2010.11.07	5	quiz	4
381	2010.11.07	2	quiz	4
374	2010.11.07	4	quiz	4
380	2010.11.07	4	quiz	4
391	2010.11.07	4	quiz	4
338	2010.11.07	4	quiz	4
413	2010.11.07	4	quiz	4
325	2010.11.07	4	quiz	4
376	2010.11.07	4	quiz	4
395	2010.11.07	2	quiz	4
383	2010.11.07	4	quiz	4
418	2010.11.07	4	quiz	4
337	2010.11.07	4	quiz	4
361	2010.11.07	4	quiz	4
386	2010.11.07	4	quiz	4
394	2010.11.07	4	quiz	4
410	2010.11.07	4	quiz	4
371	2010.11.07	3	quiz	4
335	2010.11.07	5	quiz	4
322	2010.11.07	3	quiz	4
401	2010.11.07	2	quiz	4
340	2010.11.07	4	quiz	4
320	2010.11.07	5	quiz	4
378	2010.11.07	5	quiz	4
351	2010.11.07	4	quiz	4
420	2010.11.07	5	quiz	4
412	2010.11.07	2	quiz	4
389	2010.11.07	3	quiz	4
385	2010.11.07	4	quiz	4
372	2010.11.07	5	quiz	4
414	2010.11.07	2	quiz	4
406	2010.11.07	3	quiz	4
385	2010.11.07	5	quiz	4
318	2010.11.07	5	oral assessment	19
292	2010.11.07	1	topic test	19
153	2010.11.07	4	oral assessment	3
140	2010.11.07	4	topic test	3
135	2010.11.07	3	topic test	3
157	2010.11.07	4	topic test	3
264	2010.11.07	4	topic test	3
275	2010.11.07	5	topic test	3
280	2010.11.07	3	topic test	3
292	2010.11.07	5	topic test	3
312	2010.11.07	3	topic test	3
272	2010.11.07	5	topic test	3
82	2010.11.07	4	topic test	19
80	2010.11.07	4	topic test	19
15	2010.11.07	5	oral assessment	19
26	2010.11.07	5	oral assessment	19
81	2010.11.07	5	oral assessment	3
85	2010.11.07	5	oral assessment	3
62	2010.11.07	2	oral assessment	3
62	2010.11.07	5	oral assessment	3
114	2010.11.07	5	quiz	9
104	2010.11.07	5	quiz	9
178	2010.11.07	5	quiz	9
146	2010.11.07	5	quiz	9
139	2010.11.07	1	quiz	9
205	2010.11.07	5	quiz	9
135	2010.11.07	1	quiz	9
108	2010.11.07	5	quiz	9
153	2010.11.07	1	quiz	9
138	2010.11.07	4	quiz	9
426	2010.11.07	4	quiz	9
119	2010.11.07	5	quiz	9
147	2010.11.07	1	quiz	9
137	2010.11.07	4	quiz	9
175	2010.11.07	5	quiz	9
192	2010.11.07	5	quiz	9
148	2010.11.07	2	quiz	9
179	2010.11.07	5	quiz	9
168	2010.11.07	1	quiz	9
144	2010.11.07	5	quiz	9
156	2010.11.07	5	quiz	9
157	2010.11.07	1	quiz	9
123	2010.11.07	1	quiz	9
143	2010.11.07	5	quiz	9
96	2010.11.07	1	quiz	9
151	2010.11.07	4	quiz	9
142	2010.11.07	5	quiz	9
126	2010.11.07	1	quiz	9
200	2010.11.07	4	quiz	9
206	2010.11.07	1	quiz	9
100	2010.11.07	4	quiz	9
7	2010.11.07	4	quiz	9
11	2010.11.07	5	quiz	9
70	2010.11.07	5	quiz	9
42	2010.11.07	4	quiz	9
90	2010.11.07	3	quiz	9
32	2010.11.07	5	quiz	9
13	2010.11.07	5	quiz	9
47	2010.11.07	3	quiz	9
97	2010.11.07	3	quiz	9
5	2010.11.07	4	quiz	9
71	2010.11.07	1	quiz	9
86	2010.11.07	1	quiz	9
72	2010.11.07	4	quiz	9
78	2010.11.07	5	quiz	9
34	2010.11.07	5	quiz	9
29	2010.11.07	1	quiz	9
20	2010.11.07	5	quiz	9
22	2010.11.07	3	quiz	9
57	2010.11.07	5	quiz	9
58	2010.11.07	5	quiz	9
30	2010.11.07	5	quiz	9
27	2010.11.07	4	quiz	9
55	2010.11.07	4	quiz	9
99	2010.11.07	4	quiz	9
75	2010.11.07	5	quiz	9
45	2010.11.07	2	quiz	9
91	2010.11.07	4	quiz	9
36	2010.11.07	4	quiz	9
100	2010.11.07	5	topic test	4
39	2010.11.07	5	topic test	4
44	2010.11.07	4	topic test	4
11	2010.11.07	5	topic test	4
70	2010.11.07	4	topic test	4
42	2010.11.07	4	topic test	4
90	2010.11.07	5	topic test	4
13	2010.11.07	4	topic test	4
47	2010.11.07	5	topic test	4
48	2010.11.07	5	topic test	4
97	2010.11.07	4	topic test	4
5	2010.11.07	5	topic test	4
71	2010.11.07	3	topic test	4
72	2010.11.07	3	topic test	4
78	2010.11.07	5	topic test	4
34	2010.11.07	4	topic test	4
36	2010.11.07	3	topic test	4
91	2010.11.07	3	topic test	4
22	2010.11.07	2	topic test	4
57	2010.11.07	4	topic test	4
3	2010.11.07	4	topic test	4
99	2010.11.07	3	topic test	4
55	2010.11.07	4	topic test	4
30	2010.11.07	4	topic test	4
27	2010.11.07	4	topic test	4
39	2010.11.08	5	quiz	12
48	2010.11.08	5	quiz	12
1	2010.11.08	5	quiz	12
22	2010.11.08	3	quiz	12
57	2010.11.08	5	quiz	12
3	2010.11.08	5	quiz	12
58	2010.11.08	5	quiz	12
105	2010.11.08	5	home test	20
115	2010.11.08	5	home test	20
198	2010.11.08	5	home test	20
141	2010.11.08	5	home test	20
187	2010.11.08	5	home test	20
118	2010.11.08	5	home test	20
204	2010.11.08	5	home test	20
203	2010.11.08	5	home test	20
194	2010.11.08	5	home test	20
145	2010.11.08	5	home test	20
183	2010.11.08	5	home test	20
207	2010.11.08	5	home test	20
98	2010.11.08	5	home test	20
211	2010.11.08	5	home test	20
133	2010.11.08	5	home test	20
122	2010.11.08	5	home test	20
18	2010.11.08	5	home test	20
188	2010.11.08	5	home test	20
129	2010.11.08	5	home test	20
197	2010.11.08	5	home test	20
182	2010.11.08	5	home test	20
165	2010.11.08	5	home test	20
150	2010.11.08	5	home test	20
193	2010.11.08	5	home test	20
110	2010.11.08	5	home test	20
189	2010.11.08	5	home test	20
297	2010.11.08	4	quiz	12
298	2010.11.08	5	quiz	12
293	2010.11.08	3	quiz	12
274	2010.11.08	5	quiz	12
257	2010.11.08	5	quiz	12
261	2010.11.08	5	quiz	12
241	2010.11.08	4	quiz	12
220	2010.11.08	5	quiz	12
396	2010.11.08	4	topic test	15
345	2010.11.08	5	topic test	15
404	2010.11.08	5	topic test	15
353	2010.11.08	3	topic test	15
409	2010.11.08	4	topic test	15
395	2010.11.08	1	topic test	15
359	2010.11.08	4	topic test	15
360	2010.11.08	5	topic test	15
371	2010.11.08	2	topic test	15
401	2010.11.08	4	topic test	15
8	2010.11.08	1	quiz	15
59	2010.11.08	4	quiz	15
11	2010.11.08	4	quiz	15
20	2010.11.08	3	quiz	15
21	2010.11.08	3	quiz	15
22	2010.11.08	2	quiz	15
27	2010.11.08	4	quiz	15
8	2010.11.08	1	topic test	15
59	2010.11.08	4	topic test	15
11	2010.11.08	4	topic test	15
20	2010.11.08	3	topic test	15
21	2010.11.08	3	topic test	15
22	2010.11.08	2	topic test	15
27	2010.11.08	4	topic test	15
176	2010.11.08	3	topic test	15
194	2010.11.08	5	topic test	15
426	2010.11.08	5	topic test	15
119	2010.11.08	4	topic test	15
120	2010.11.08	2	topic test	15
137	2010.11.08	5	topic test	15
175	2010.11.08	4	topic test	15
192	2010.11.08	1	topic test	15
207	2010.11.08	3	topic test	15
196	2010.11.08	1	topic test	15
152	2010.11.08	3	topic test	15
136	2010.11.08	5	topic test	15
165	2010.11.08	5	topic test	15
174	2010.11.08	3	topic test	15
110	2010.11.08	4	topic test	15
131	2010.11.08	3	topic test	15
132	2010.11.08	3	topic test	15
176	2010.11.08	4	quiz	15
194	2010.11.08	4	quiz	15
426	2010.11.08	5	quiz	15
119	2010.11.08	4	quiz	15
120	2010.11.08	3	quiz	15
137	2010.11.08	4	quiz	15
175	2010.11.08	4	quiz	15
192	2010.11.08	2	quiz	15
207	2010.11.08	2	quiz	15
196	2010.11.08	2	quiz	15
152	2010.11.08	3	quiz	15
136	2010.11.08	5	quiz	15
165	2010.11.08	5	quiz	15
174	2010.11.08	3	quiz	15
110	2010.11.08	3	quiz	15
131	2010.11.08	3	quiz	15
132	2010.11.08	3	quiz	15
176	2010.11.08	4	topic test	15
194	2010.11.08	3	topic test	15
426	2010.11.08	5	topic test	15
119	2010.11.08	5	topic test	15
120	2010.11.08	3	topic test	15
137	2010.11.08	5	topic test	15
175	2010.11.08	4	topic test	15
192	2010.11.08	2	topic test	15
207	2010.11.08	3	topic test	15
196	2010.11.08	2	topic test	15
152	2010.11.08	2	topic test	15
136	2010.11.08	5	topic test	15
165	2010.11.08	5	topic test	15
174	2010.11.08	3	topic test	15
110	2010.11.08	3	topic test	15
131	2010.11.08	3	topic test	15
132	2010.11.08	3	topic test	15
119	2010.11.08	5	lesson work	15
137	2010.11.08	5	lesson work	15
136	2010.11.08	5	lesson work	15
316	2010.11.08	3	quiz	15
290	2010.11.08	3	quiz	15
292	2010.11.08	4	quiz	15
259	2010.11.08	2	quiz	15
316	2010.11.08	4	topic test	15
290	2010.11.08	4	topic test	15
292	2010.11.08	3	topic test	15
259	2010.11.08	2	topic test	15
316	2010.11.08	3	topic test	11
289	2010.11.08	4	topic test	11
307	2010.11.08	4	topic test	11
278	2010.11.08	4	topic test	11
277	2010.11.08	5	topic test	11
290	2010.11.08	5	topic test	11
222	2010.11.08	5	topic test	11
280	2010.11.08	5	topic test	11
270	2010.11.08	5	topic test	11
264	2010.11.08	4	topic test	11
219	2010.11.08	2	topic test	11
313	2010.11.08	5	topic test	11
224	2010.11.08	3	topic test	11
309	2010.11.08	2	topic test	11
292	2010.11.08	1	topic test	11
229	2010.11.08	3	topic test	11
226	2010.11.08	3	topic test	11
227	2010.11.08	4	topic test	11
217	2010.11.08	2	topic test	11
312	2010.11.08	2	topic test	11
285	2010.11.08	5	topic test	11
275	2010.11.08	5	topic test	11
318	2010.11.08	4	topic test	11
256	2010.11.08	3	topic test	11
271	2010.11.08	4	topic test	11
272	2010.11.08	5	topic test	11
268	2010.11.08	3	topic test	11
282	2010.11.08	4	topic test	11
240	2010.11.08	1	topic test	11
319	2010.11.08	5	topic test	11
262	2010.11.08	4	topic test	11
233	2010.11.08	5	topic test	11
234	2010.11.08	4	topic test	11
250	2010.11.08	5	topic test	11
235	2010.11.08	5	topic test	11
216	2010.11.08	5	topic test	11
263	2010.11.08	4	topic test	11
295	2010.11.08	5	topic test	11
283	2010.11.08	5	topic test	11
252	2010.11.08	5	topic test	11
253	2010.11.08	5	topic test	11
288	2010.11.08	5	topic test	11
304	2010.11.08	3	topic test	11
265	2010.11.08	3	topic test	11
286	2010.11.08	5	topic test	11
273	2010.11.08	5	topic test	11
310	2010.11.08	3	topic test	11
276	2010.11.08	5	topic test	11
247	2010.11.08	5	topic test	11
238	2010.11.08	5	topic test	11
239	2010.11.08	5	topic test	11
296	2010.11.08	5	topic test	11
284	2010.11.08	5	topic test	11
232	2010.11.08	5	topic test	11
266	2010.11.08	4	topic test	11
246	2010.11.08	5	topic test	11
317	2010.11.08	4	topic test	11
300	2010.11.08	5	topic test	11
287	2010.11.08	5	topic test	11
244	2010.11.08	4	topic test	11
181	2010.11.08	5	topic test	11
302	2010.11.08	5	topic test	11
243	2010.11.08	5	topic test	11
269	2010.11.08	5	topic test	11
294	2010.11.08	5	topic test	11
249	2010.11.08	5	topic test	11
218	2010.11.08	5	topic test	11
297	2010.11.08	5	topic test	11
221	2010.11.08	4	topic test	11
251	2010.11.08	3	topic test	11
291	2010.11.08	4	topic test	11
223	2010.11.08	3	topic test	11
225	2010.11.08	4	topic test	11
298	2010.11.08	5	topic test	11
254	2010.11.08	4	topic test	11
255	2010.11.08	3	topic test	11
228	2010.11.08	5	topic test	11
293	2010.11.08	5	topic test	11
305	2010.11.08	4	topic test	11
248	2010.11.08	3	topic test	11
279	2010.11.08	5	topic test	11
274	2010.11.08	4	topic test	11
236	2010.11.08	3	topic test	11
245	2010.11.08	4	topic test	11
